zip,city,region,district
99611,Vung Tau,West,District #34
99612,Tra Vinh,West,District #34
99613,Ca Mau,West,District #34
99614,Ben Tre,West,District #34
99615,Ben Tre,West,District #34
99619,Can Tho,West,District #34
99620,My Tho,West,District #34
99621,Ben Tre,West,District #34
99622,Pleiku,West,District #34
99623,Ben Tre,West,District #34
99624,Bien Hoa,West,District #34
99625,Pleiku,West,District #34
99626,Ben Tre,West,District #34
99627,Rach Gia,West,District #34
99628,Can Tho,West,District #34
99629,Ho Chi Minh City,West,District #34
99630,Rach Gia,West,District #34
99631,Can Tho,West,District #34
99632,Ho Chi Minh City,West,District #34
99633,Vinh Long,West,District #34
99634,Ben Tre,West,District #34
99635,Soc Trang,West,District #34
99636,Tra Vinh,West,District #34
99637,My Tho,West,District #34
99638,Soc Trang,West,District #34
99639,My Tho,West,District #34
99640,Vung Tau,West,District #34
99641,Vung Tau,West,District #34
99643,Can Tho,West,District #34
99644,Bac Lieu,West,District #34
99645,Bac Lieu,West,District #34
99647,Ho Chi Minh City,West,District #34
99648,Soc Trang,West,District #34
99649,Da Lat,West,District #34
99650,Ho Chi Minh City,West,District #34
99651,My Tho,West,District #34
99652,Long Xuyen,West,District #34
99653,Tra Vinh,West,District #34
99654,Ho Chi Minh City,West,District #34
99655,Bac Lieu,West,District #34
99656,Tra Vinh,West,District #34
99657,Vung Tau,West,District #34
99658,Can Tho,West,District #34
99659,Rach Gia,West,District #34
99660,Pleiku,West,District #34
99661,Vinh Long,West,District #34
99662,Ho Chi Minh City,West,District #34
99663,Pleiku,West,District #34
99664,Soc Trang,West,District #34
99665,Soc Trang,West,District #34
99666,Rach Gia,West,District #34
99667,Tra Vinh,West,District #34
99668,Vung Tau,West,District #34
99669,Vung Tau,West,District #34
99670,Rach Gia,West,District #34
99671,Bac Lieu,West,District #34
99672,Ca Mau,West,District #34
99674,Ca Mau,West,District #34
99675,Vung Tau,West,District #34
99676,Tra Vinh,West,District #34
99677,Long Xuyen,West,District #34
99678,Bien Hoa,West,District #34
99679,Long Xuyen,West,District #34
99680,My Tho,West,District #34
99681,My Tho,West,District #34
99682,Ho Chi Minh City,West,District #34
99683,Vinh Long,West,District #34
99684,Ben Tre,West,District #34
99685,Soc Trang,West,District #34
99686,Ca Mau,West,District #34
99687,Vinh Long,West,District #34
99688,Long Xuyen,West,District #34
99689,Bac Lieu,West,District #34
99690,Bien Hoa,West,District #34
99691,Da Lat,West,District #34
99692,Ho Chi Minh City,West,District #34
99693,Pleiku,West,District #34
99694,My Tho,West,District #34
99695,Da Lat,West,District #34
99697,Bien Hoa,West,District #34
99701,Tra Vinh,West,District #34
99702,Da Lat,West,District #34
99703,Ca Mau,West,District #34
99704,Ho Chi Minh City,West,District #34
99705,Ho Chi Minh City,West,District #34
99706,Long Xuyen,West,District #34
99707,Bac Lieu,West,District #34
99708,Pleiku,West,District #34
99709,Can Tho,West,District #34
99710,Soc Trang,West,District #34
99711,Ca Mau,West,District #34
99712,Rach Gia,West,District #34
99714,Da Lat,West,District #34
99716,Vinh Long,West,District #34
99720,My Tho,West,District #34
99721,Long Xuyen,West,District #34
99722,Ben Tre,West,District #34
99723,My Tho,West,District #34
99724,Da Lat,West,District #34
99725,Long Xuyen,West,District #34
99726,Pleiku,West,District #34
99727,Bien Hoa,West,District #34
99729,Pleiku,West,District #34
99730,Ben Tre,West,District #34
99731,Vung Tau,West,District #34
99732,Rach Gia,West,District #34
99733,Long Xuyen,West,District #34
99734,Ben Tre,West,District #34
99736,Ho Chi Minh City,West,District #34
99737,Vung Tau,West,District #34
99738,Bac Lieu,West,District #34
99739,Ho Chi Minh City,West,District #34
99740,Vung Tau,West,District #34
99741,Bien Hoa,West,District #34
99742,Long Xuyen,West,District #34
99743,Ben Tre,West,District #34
99744,Tra Vinh,West,District #34
99745,Tra Vinh,West,District #34
99746,Ho Chi Minh City,West,District #34
99747,Bac Lieu,West,District #34
99748,Rach Gia,West,District #34
99749,Pleiku,West,District #34
99750,My Tho,West,District #34
99751,Ho Chi Minh City,West,District #34
99752,Buon Ma Thuot,West,District #34
99753,Pleiku,West,District #34
99754,Rach Gia,West,District #34
99755,Ca Mau,West,District #34
99756,Soc Trang,West,District #34
99757,Buon Ma Thuot,West,District #34
99758,Da Lat,West,District #34
99759,Buon Ma Thuot,West,District #34
99760,My Tho,West,District #34
99761,Rach Gia,West,District #34
99762,Ho Chi Minh City,West,District #34
99763,Can Tho,West,District #34
99764,Vinh Long,West,District #34
99765,Ca Mau,West,District #34
99766,Bac Lieu,West,District #34
99767,Rach Gia,West,District #34
99768,Pleiku,West,District #34
99769,Da Lat,West,District #34
99770,Bien Hoa,West,District #34
99771,Can Tho,West,District #34
99772,Bien Hoa,West,District #34
99773,Ca Mau,West,District #34
99774,Da Lat,West,District #34
99775,Buon Ma Thuot,West,District #34
99776,Can Tho,West,District #34
99777,My Tho,West,District #34
99778,Ben Tre,West,District #34
99780,Vinh Long,West,District #34
99781,Ho Chi Minh City,West,District #34
99782,Pleiku,West,District #34
99783,Can Tho,West,District #34
99784,Bac Lieu,West,District #34
99785,Rach Gia,West,District #34
99786,Vung Tau,West,District #34
99788,Vinh Long,West,District #34
99789,Bac Lieu,West,District #34
99790,Pleiku,West,District #34
99791,Ca Mau,West,District #34
99801,Pleiku,West,District #34
99802,Tra Vinh,West,District #34
99803,Bien Hoa,West,District #34
99811,Vinh Long,West,District #34
99812,Long Xuyen,West,District #34
99820,Tra Vinh,West,District #34
99821,Pleiku,West,District #34
99824,Rach Gia,West,District #34
99825,Vinh Long,West,District #34
99826,Buon Ma Thuot,West,District #34
99827,Ca Mau,West,District #34
99829,Buon Ma Thuot,West,District #34
99830,Ben Tre,West,District #34
99832,Bac Lieu,West,District #34
99833,Can Tho,West,District #34
99835,Vung Tau,West,District #34
99836,Ca Mau,West,District #34
99840,Da Lat,West,District #34
99841,Ho Chi Minh City,West,District #34
99850,Can Tho,West,District #34
99901,Ho Chi Minh City,West,District #34
99903,Bac Lieu,West,District #34
99918,Ben Tre,West,District #34
99919,Ho Chi Minh City,West,District #34
99921,Buon Ma Thuot,West,District #34
99922,Bac Lieu,West,District #34
99923,Ho Chi Minh City,West,District #34
99925,Vinh Long,West,District #34
99926,Rach Gia,West,District #34
99927,Tra Vinh,West,District #34
99928,Long Xuyen,West,District #34
99929,Tra Vinh,West,District #34
99950,Can Tho,West,District #34
72,Can Tho,West,District #34
76,Can Tho,West,District #34
195,My Tho,West,District #34
98001,Tra Vinh,West,District #34
98002,Soc Trang,West,District #34
98003,Soc Trang,West,District #34
98004,Pleiku,West,District #34
98005,Ho Chi Minh City,West,District #34
98006,Rach Gia,West,District #34
98007,Vung Tau,West,District #34
98008,Long Xuyen,West,District #34
98009,Bien Hoa,West,District #34
98010,Can Tho,West,District #34
98011,Can Tho,West,District #34
98012,My Tho,West,District #34
98013,Long Xuyen,West,District #34
98014,Soc Trang,West,District #34
98015,Bien Hoa,West,District #34
98019,Vinh Long,West,District #34
98020,Bac Lieu,West,District #34
98021,Da Lat,West,District #34
98022,Da Lat,West,District #34
98023,Buon Ma Thuot,West,District #34
98024,Bien Hoa,West,District #34
98025,Soc Trang,West,District #34
98026,Vinh Long,West,District #34
98027,Bac Lieu,West,District #34
98028,Long Xuyen,West,District #34
98029,Long Xuyen,West,District #34
98030,Buon Ma Thuot,West,District #34
98031,Vung Tau,West,District #34
98032,Bac Lieu,West,District #34
98033,Buon Ma Thuot,West,District #34
98034,My Tho,West,District #34
98035,Da Lat,West,District #34
98036,Vung Tau,West,District #34
98037,Bien Hoa,West,District #34
98038,Vung Tau,West,District #34
98039,Rach Gia,West,District #34
98040,Long Xuyen,West,District #34
98041,Pleiku,West,District #34
98042,My Tho,West,District #34
98043,Buon Ma Thuot,West,District #34
98045,Vung Tau,West,District #34
98046,Bien Hoa,West,District #34
98047,My Tho,West,District #34
98050,Bien Hoa,West,District #34
98051,Vinh Long,West,District #34
98052,Vinh Long,West,District #34
98053,Ho Chi Minh City,West,District #34
98054,Can Tho,West,District #34
98055,Soc Trang,West,District #34
98056,Can Tho,West,District #34
98057,Pleiku,West,District #34
98058,Tra Vinh,West,District #34
98059,Tra Vinh,West,District #34
98061,Ho Chi Minh City,West,District #34
98062,Da Lat,West,District #34
98063,Da Lat,West,District #34
98064,Buon Ma Thuot,West,District #34
98065,Bac Lieu,West,District #34
98070,My Tho,West,District #34
98071,Can Tho,West,District #34
98072,Ben Tre,West,District #34
98073,Bac Lieu,West,District #34
98074,Can Tho,West,District #34
98075,Ho Chi Minh City,West,District #34
98077,Vung Tau,West,District #34
98082,Can Tho,West,District #34
98083,Ho Chi Minh City,West,District #34
98087,Soc Trang,West,District #34
98089,Da Lat,West,District #34
98092,Soc Trang,West,District #34
98093,Can Tho,West,District #34
98101,Ben Tre,West,District #34
98102,Ho Chi Minh City,West,District #34
98103,Ca Mau,West,District #34
98104,Vung Tau,West,District #34
98105,Tra Vinh,West,District #34
98106,Rach Gia,West,District #34
98107,Ca Mau,West,District #34
98108,Buon Ma Thuot,West,District #34
98109,Ben Tre,West,District #34
98110,Rach Gia,West,District #34
98111,Da Lat,West,District #34
98112,Bac Lieu,West,District #34
98113,Ca Mau,West,District #34
98114,Ca Mau,West,District #34
98115,Bien Hoa,West,District #34
98116,My Tho,West,District #34
98117,Vinh Long,West,District #34
98118,Soc Trang,West,District #34
98119,Buon Ma Thuot,West,District #34
98121,Bac Lieu,West,District #34
98122,Can Tho,West,District #34
98124,Vinh Long,West,District #34
98125,Ca Mau,West,District #34
98126,Ben Tre,West,District #34
98127,Buon Ma Thuot,West,District #34
98129,Ben Tre,West,District #34
98131,Can Tho,West,District #34
98132,Can Tho,West,District #34
98133,Rach Gia,West,District #34
98134,Tra Vinh,West,District #34
98136,Tra Vinh,West,District #34
98138,My Tho,West,District #34
98139,Da Lat,West,District #34
98141,Ca Mau,West,District #34
98144,Rach Gia,West,District #34
98145,Rach Gia,West,District #34
98146,Long Xuyen,West,District #34
98148,Ben Tre,West,District #34
98154,Ca Mau,West,District #34
98155,Ben Tre,West,District #34
98158,Da Lat,West,District #34
98160,Da Lat,West,District #34
98161,My Tho,West,District #34
98164,Pleiku,West,District #34
98165,My Tho,West,District #34
98166,Long Xuyen,West,District #34
98168,Pleiku,West,District #34
98170,Ho Chi Minh City,West,District #34
98174,Tra Vinh,West,District #34
98175,Tra Vinh,West,District #34
98177,Pleiku,West,District #34
98178,Da Lat,West,District #34
98181,Ho Chi Minh City,West,District #34
98185,Pleiku,West,District #34
98188,Vung Tau,West,District #34
98189,Ben Tre,West,District #34
98190,Bien Hoa,West,District #34
98191,Bien Hoa,West,District #34
98194,Bac Lieu,West,District #34
98195,Can Tho,West,District #34
98198,Can Tho,West,District #34
98199,Buon Ma Thuot,West,District #34
98201,Ben Tre,West,District #34
98203,Vinh Long,West,District #34
98204,Long Xuyen,West,District #34
98205,Ho Chi Minh City,West,District #34
98206,Buon Ma Thuot,West,District #34
98207,Can Tho,West,District #34
98208,Buon Ma Thuot,West,District #34
98213,My Tho,West,District #34
98220,Bien Hoa,West,District #34
98221,Vung Tau,West,District #34
98222,Ben Tre,West,District #34
98223,Da Lat,West,District #34
98224,Vinh Long,West,District #34
98225,Da Lat,West,District #34
98226,Ho Chi Minh City,West,District #34
98227,Long Xuyen,West,District #34
98228,Tra Vinh,West,District #34
98229,Can Tho,West,District #34
98230,Rach Gia,West,District #34
98231,Buon Ma Thuot,West,District #34
98232,Can Tho,West,District #34
98233,Tra Vinh,West,District #34
98235,Rach Gia,West,District #34
98236,Vinh Long,West,District #34
98237,Vung Tau,West,District #34
98238,Da Lat,West,District #34
98239,Vung Tau,West,District #34
98240,Ben Tre,West,District #34
98241,Vung Tau,West,District #34
98243,Da Lat,West,District #34
98244,Rach Gia,West,District #34
98245,Ho Chi Minh City,West,District #34
98247,Ca Mau,West,District #34
98248,Vung Tau,West,District #34
98249,Buon Ma Thuot,West,District #34
98250,Bien Hoa,West,District #34
98251,Ben Tre,West,District #34
98252,Vung Tau,West,District #34
98253,Pleiku,West,District #34
98255,Can Tho,West,District #34
98256,Ca Mau,West,District #34
98257,Can Tho,West,District #34
98258,Ca Mau,West,District #34
98259,Buon Ma Thuot,West,District #34
98260,Buon Ma Thuot,West,District #34
98261,Ho Chi Minh City,West,District #34
98262,Buon Ma Thuot,West,District #34
98263,My Tho,West,District #34
98264,Vinh Long,West,District #34
98266,Long Xuyen,West,District #34
98267,Can Tho,West,District #34
98270,Ben Tre,West,District #34
98271,Pleiku,West,District #34
98272,Bien Hoa,West,District #34
98273,My Tho,West,District #34
98274,Bac Lieu,West,District #34
98275,Long Xuyen,West,District #34
98276,My Tho,West,District #34
98277,Tra Vinh,West,District #34
98278,Buon Ma Thuot,West,District #34
98279,Can Tho,West,District #34
98280,Ben Tre,West,District #34
98281,Ben Tre,West,District #34
98282,Tra Vinh,West,District #34
98283,Ca Mau,West,District #34
98284,Vung Tau,West,District #34
98286,Tra Vinh,West,District #34
98287,Rach Gia,West,District #34
98288,Pleiku,West,District #34
98290,Long Xuyen,West,District #34
98291,Vinh Long,West,District #34
98292,Ca Mau,West,District #34
98293,Vung Tau,West,District #34
98294,Bien Hoa,West,District #34
98295,Bac Lieu,West,District #34
98296,Tra Vinh,West,District #34
98297,Buon Ma Thuot,West,District #34
98303,Ho Chi Minh City,West,District #34
98304,Rach Gia,West,District #34
98305,Bien Hoa,West,District #34
98310,Tra Vinh,West,District #34
98311,Ben Tre,West,District #34
98312,Rach Gia,West,District #34
98314,Da Lat,West,District #34
98315,Ho Chi Minh City,West,District #34
98320,Pleiku,West,District #34
98321,Vinh Long,West,District #34
98322,Can Tho,West,District #34
98323,Buon Ma Thuot,West,District #34
98324,Ho Chi Minh City,West,District #34
98325,Tra Vinh,West,District #34
98326,Bien Hoa,West,District #34
98327,Ho Chi Minh City,West,District #34
98328,Bac Lieu,West,District #34
98329,Vinh Long,West,District #34
98330,Soc Trang,West,District #34
98331,Ben Tre,West,District #34
98332,Bac Lieu,West,District #34
98333,Bien Hoa,West,District #34
98335,Ho Chi Minh City,West,District #34
98336,Bien Hoa,West,District #34
98337,Ho Chi Minh City,West,District #34
98338,Buon Ma Thuot,West,District #34
98339,Ca Mau,West,District #34
98340,Bien Hoa,West,District #34
98342,Ca Mau,West,District #34
98343,Soc Trang,West,District #34
98344,Can Tho,West,District #34
98345,Long Xuyen,West,District #34
98346,Long Xuyen,West,District #34
98348,Buon Ma Thuot,West,District #34
98349,Buon Ma Thuot,West,District #34
98350,Bac Lieu,West,District #34
98351,Buon Ma Thuot,West,District #34
98352,Bac Lieu,West,District #34
98353,Bien Hoa,West,District #34
98354,Bien Hoa,West,District #34
98355,Pleiku,West,District #34
98356,Soc Trang,West,District #34
98357,Da Lat,West,District #34
98358,Bien Hoa,West,District #34
98359,Soc Trang,West,District #34
98360,Can Tho,West,District #34
98362,Vung Tau,West,District #34
98363,Can Tho,West,District #34
98364,Vung Tau,West,District #34
98365,Ca Mau,West,District #34
98366,Ho Chi Minh City,West,District #34
98367,Vung Tau,West,District #34
98368,Da Lat,West,District #34
98370,Bien Hoa,West,District #34
98371,Bac Lieu,West,District #34
98372,Pleiku,West,District #34
98373,Buon Ma Thuot,West,District #34
98374,Can Tho,West,District #34
98375,Bien Hoa,West,District #34
98376,Da Lat,West,District #34
98378,Ben Tre,West,District #34
98380,Tra Vinh,West,District #34
98381,Soc Trang,West,District #34
98382,Ca Mau,West,District #34
98383,Soc Trang,West,District #34
98384,Ho Chi Minh City,West,District #34
98385,Can Tho,West,District #34
98386,Ho Chi Minh City,West,District #34
98387,My Tho,West,District #34
98388,Pleiku,West,District #34
98390,Long Xuyen,West,District #34
98391,Soc Trang,West,District #34
98392,Ho Chi Minh City,West,District #34
98393,Can Tho,West,District #34
98394,Pleiku,West,District #34
98395,Ben Tre,West,District #34
98396,Rach Gia,West,District #34
98397,Bac Lieu,West,District #34
98398,Rach Gia,West,District #34
98401,Bien Hoa,West,District #34
98402,Pleiku,West,District #34
98403,Bac Lieu,West,District #34
98404,Soc Trang,West,District #34
98405,Bac Lieu,West,District #34
98406,Ben Tre,West,District #34
98407,Ca Mau,West,District #34
